;post_message;post_message_en
341;El Colegio Oficial de Médicos se denuncia el cierre de la única unidad en España que trata el Síndrome de Wolfram  que está considerado como una enfermedad rara.;The College of Physicians closing the only unit in Spain dealing Wolfram syndrome is considered a rare disease is reported.
342;El Colegio Oficial de Médicos denuncia el cierre de la única unidad en España que trata el Síndrome de Wolfram  que está considerado como una enfermedad rara.;The Medical Association denounces the closure of the only unit in Spain dealing Wolfram syndrome is considered a rare disease.
343;;
344;Por lo menos el Síndrome de wolfram es conocido una enfermedad tan Minoritaria- GRACIAS ROSALIA ESPINOSA.;At least wolfram syndrome is a disease known as Minoritaria- THANK ROSALIA ESPINOSA.
345;Escucha el mensaje de David Bustamante. Con tu solidaridad harás posible la investigación sobre el Síndrome de Lowe  y estarás ayudando a salvar vidas. Nos quedan sólo 3 días  sino alcanzamos el importe no recibiremos el dinero recaudado. Desde 1 € puedes colaborar. ¡Gracias  ningún niño se merece estar enfermo! https://f4r.org/web/projects/view/2;Listen to the message of David Bustamante. With your solidarity will make possible research Lowe Syndrome and will be helping to save lives. We have only three days but reached the amount will not receive the money raised. From 1 € you can help. Thank no child deserves to be sick! https://f4r.org/web/projects/view/2
346;ESTO LO HAN DESCOLGADO DE LA WEB  PARA QUE NO NOS ENTERMOS;This has been HOOK FOR THE WEB WE ENTERMOS
347;La Consejeria de Salud Andaluza habla de la Unidad de Síndrome de Wolfram  ;The Ministry of Health speaks Andaluza Unit Wolfram Syndrome  
348;Escribí el siguiente mensaje en la web de la Consejería de salud de Andalucía https://www.facebook.com/Saludandalucia. Ya lo han borrado.   Quisiera saber si la Consejería va a abrir de nuevo la Unidad del Síndrome de Wolfram de Almería. Hay 45 pacientes con una enfermedad rara y grave  esperando una revisión que no llega  porque la consejería no lo autoriza. http://www.redaccionmedica.com/opinion/la-verdadera-historia-de-la-unidad-del-sindrome-de-wolfram-en-espana-9966 ;I wrote the following message on the website of the Ministry of Health of Andalusia https://www.facebook.com/Saludandalucia. They have already deleted.   I wonder if the Council will reopen Unit Wolfram Syndrome Almeria. There are 45 patients with a rare and serious disease awaiting a review that fails because it does not authorize counseling. http://www.redaccionmedica.com/opinion/la-verdadera-historia-de-la-unidad-del-sindrome-de-wolfram-en-espana-9966 
349;;
350;UNA INVESTIGADORA SIN PRECEDENTE.;INVESTIGATING AN UNPRECEDENTED.
351;;
352;;
353;Toda la ultima informaron sobre wolfram.;All last reported wolfram.
354;Ernesto B Huapaya Espejo was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Noelia Higueras del Campo.;Ernesto B was added to Huapaya Espejo Spanish Association for Research and Assistance Wolfram Syndrome by Noelia Higueras del Campo.
355;Lupita M Rivera was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Noelia Higueras del Campo.;Lupita M Rivera was added to Spanish Association for Research and Assistance Wolfram Syndrome by Noelia Higueras del Campo.
356;como veréis voy poniendo toda la información  tanto positiva como negativa  pues no me gusta las MENTIRAS y creo que es bueno estar informado de todo.  NO TENEMOS NADA QUE OCULTAR;as you will see'm putting all both positive and negative information because I do not like lies and I think it's good to be informed of everything.  WE HAVE NOTHING TO HIDE
357;;
358;Valla parece ser que la consejera de sanidad andaluza Maria Jesus Montero no se había enterado que la sanidad Andaluza hace referencia a la Unidad De Síndrome de Wolfram y insistía en negar que esta Unidad existiera.;Valla appears that the Andalusian Health Minister Maria Jesus Montero had not been aware that the Andalusian health refers to the Unit Wolfram syndrome and insisted on denying that this unit existed.
359;INTERVIU;INTERVIEW
360;VERGONZOSO. Encima Pretenden dejarnos por MENTIROSOS;SHAMEFUL. Let us pretend above by LIARS
361;http://www.elalmeria.es/article/almeria/1544820/esperamos/desde/abril/una/revision/mi/hijo/con/sindrome/wolfram.html;http://www.elalmeria.es/article/almeria/1544820/esperamos/desde/abril/una/revision/mi/hijo/con/sindrome/wolfram.html
362;;
363;;
364;;
365;;
366;;
367;PARA TODAS LAS MUJERES QUE POR UNA O OTRA CAUSA SON ESAS MUJERES VALIENTES. UN INMENSO ABRAZO;FOR ALL WOMEN FOR ONE OR OTHERWISE ARE THOSE BRAVE WOMEN. A HUGE HUG
368;;
369;;
370;Carta enviada a la Consejera de Sanidad de Andalucía.;Letter to the Minister of Health of Andalusia.
371;Reunión de Wolfram. A la que asistieron algunos pacientes de España;Wolfram meeting. They attended by some patients in Spain
372;;
373;;
374;GdTraras Semfyc was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Noelia Higueras del Campo.;GdTraras Semfyc was added to Spanish Association for Research and Assistance Wolfram Syndrome by Noelia Higueras del Campo.
375;http://www.asturiasmundial.com/noticia/44098/dos-hermanos-daniel-y-miguel-unicos-afectados-en-asturias-por-enfermedad-de-wolfram/;http://www.asturiasmundial.com/noticia/44098/dos-hermanos-daniel-y-miguel-unicos-afectados-en-asturias-por-enfermedad-de-wolfram/
376;Maria Jose Camarero Puertas was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Noelia Higueras del Campo.;Maria Jose Camarero Doors was added to Spanish Association for Research and Assistance Wolfram Syndrome by Noelia Higueras del Campo.
377;Sandra Afectada de Síndrome de Wolfram.;Affected Sandra Wolfram Syndrome.
378;Gracias a Dios el tiempo todo lo pone en su sitio y la verdad no permanece oculta. Así que esperare pacientemente asta que se vea la verdad;Thank God time puts everything in place and the truth does not remain hidden. So patiently will wait till you see the truth
379;;
380;;
381;;
382;;
383;PUBLICACIÓN EN ABC.;PUBLICATION ABC.
384;;
385;;
386;Ya hemos conseguido mas de 155.000 firmas!!!! Gracias y mil veces gracias a todos!!!  http://www.change.org/petitions/junta-de-andaluc%C3%ADa-salvemos-la-unidad-del-s%C3%ADndrome-de-wolfram;We have already achieved more than 155,000 signatures !!!! Thank thousand times thank you all !!!  http://www.change.org/petitions/junta-de-andaluc%C3%ADa-salvemos-la-unidad-del-s%C3%ADndrome-de-wolfram
387;;
388;;
389;Este blogger pretende ser  de información a este Síndrome   tanto a nivel noticias como todo lo que valla aconteciendo en relación con la enfermedad .;This blogger information is intended to be both news this syndrome level fence everything happening in relation to the disease.
390;84.000 FIRMAS y subiendo   pongo copia de la carta que se le ha enviado a Gerencia del hospital  estamos en espera de que nos cite para reunirnos  os mantendremos informados.;84,000 SIGNATURES and put up copy of the letter that was sent to hospital management are waiting for us to meet cite will keep you informed.
391;84.000 FIRMAS  y subiendo   pongo copia de la carta que se le ha enviado a Gerencia del hospital  estamos en espera de que nos cite para reunirnos  os mantendremos informados.  GRACIAS A TODOS;84,000 SIGNATURES and put up copy of the letter that was sent to hospital management are waiting for us to meet cite will keep you informed.  THANKS TO ALL
392;VAMOS POR BUEN CAMINO. LUCHANDO POR NUESTROS HIJOS;WE ARE ON THE GOOD WAY. FIGHTING FOR OUR CHILDREN
393;Julia Del Campo Garcia shared Pensamientos del Alma s photo to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Thoughts Alma Garcia shared s photo to the group: Spanish Association for Research and Assistance Wolfram syndrome.
394;;
395;¡Ánimo!;Come on!
396;;
397;Giovi Perez was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Noelia Higueras del Campo.;Giovi Perez was added to Spanish Association for Research and Assistance Wolfram Syndrome by Noelia Higueras del Campo.
398;;
399;fotos de la Reunion de EUROPLAN en Burgos  (6-11-2010);Reunion photos EUROPLAN in Burgos (6-11-2010)
400;Reunión EURO PLAN . En BURGOS  (6-11-2010) miembros de D´Genes y Síndrome de Wolfrám.;EURO PLAN Meeting. BURGOS (6-11-2010) members of D'Genes and Wolfram syndrome.
401;MIRAR lo que os he mandado  creo que podemos ir lo haciendo entre todos  así todo lo que se nos ocurra s puede añadir y contestar  directamente en el documento.besos;Look what I have commanded I think we can go as doing together and everything you can think of s can add and answer directly to the documento.besos
402;Bueno bueno... todo se andará......de momento no se me ocurre como hacerlo pero si consigo no tener tanto desbarajuste de horarios pues lo miro a ver si se puede hacer algo como lo que propones...jejeje;Good good ... everything will come ...... moment I can not think how to do it but if I can not have both schedules mess as I look to see if you can do something like what you propose ... hehehe
403;YO NO ENTIENDO MUCHO PERO CREO QUE ALGUNOS DE LOS MEDICAMENTOS SE REPITEN COMO LOS OMEGAS (3 6 Y 9) CREO QUE SON SIMILARES O SIRVEN PARA COSAS SIMILARES A hidroxil(B1 B6 Y B12). SERÍA CONVENIENTE HACER UN ENLACE DONDE PONER IR APORTANDO NUEVOS MEDICAMENTOS Y HACER UNA VALORACION GENERAL. ESA INFORMATICA.;I DO NOT UNDERSTAND MUCH BUT I THINK SOME OF MEDICINES ARE REPEATED AS OMEGAS (3 6 and 9) I BELIEVE THAT ARE SIMILAR OR SERVE TO THINGS LIKE hydroxyl (B1 B6 and B12). CONVENIENT TO LINK WOULD BE PUT GO WHERE PROVIDING NEW DRUGS AND MAKE A GENERAL ASSESSMENT. ESA INFORMATICA.
404;hola Israel utiliza  coencima Q10  unos 48 EUROS (CADA CUATRO MESES) HIDROXIL (vitamina B1 B6 B12) 2 COMPRIMIDOS AL DIA  (30 comprimidos - 10 50 euros);coenzyme Q10 Hello Israel uses about 48 EUROS (every four months) Hydroxyl (vitamin B1 B6 B12) 2 tablets daily (30 tablets - October 50 euros)
